noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
saltpepper15,original,2,advanced_stats,1.0,0.0,"R_iqr, G_iqr"
saltpepper15,original,2,hybrid,0.982609,0.034783,"R_iqr, G_iqr"
saltpepper15,original,2,hybrid,0.875,0.045644,"R_iqr, R_wst_std_0"
saltpepper15,original,2,hybrid,1.0,0.0,"R_iqr, G_iqr"
saltpepper15,original,2,wst,0.878986,0.051219,"R_wst_std_0, G_wst_std_0"
saltpepper15,original,2,wst,0.908333,0.016667,"R_wst_std_0, G_wst_std_0"
saltpepper15,original,2,wst,0.975,0.033333,"G_wst_std_0, B_wst_mean_0"
saltpepper15,original,5,advanced_stats,1.0,0.0,"R_p25, R_iqr, G_p25, G_iqr, B_p25"
saltpepper15,original,5,advanced_stats,0.983333,0.020412,"R_iqr, R_mad, B_mean, B_p25, B_p50"
saltpepper15,original,5,advanced_stats,0.991667,0.016667,"R_cv, R_p25, R_iqr, G_iqr, B_p25"
saltpepper15,original,5,hybrid,1.0,0.0,"R_iqr, G_p25, G_iqr, B_p25, R_wst_std_0"
saltpepper15,original,5,hybrid,0.975,0.020412,"R_iqr, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_37"
saltpepper15,original,5,hybrid,0.991667,0.016667,"R_cv, R_p25, R_iqr, G_iqr, B_p25"
saltpepper15,original,5,wst,0.887681,0.035352,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0"
saltpepper15,original,5,wst,0.975,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_33, B_wst_mean_37"
saltpepper15,original,5,wst,0.95,0.048591,"R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
saltpepper15,original,10,advanced_stats,1.0,0.0,"R_p25, R_p75, R_iqr, G_p25, G_p50, G_iqr, B_kurt, B_cv, B_p25, B_iqr"
saltpepper15,original,10,advanced_stats,0.983333,0.020412,"R_iqr, R_mad, B_mean, B_std, B_var, B_kurt, B_cv, B_p25, B_p50, B_iqr"
saltpepper15,original,10,advanced_stats,1.0,0.0,"R_cv, R_p25, R_iqr, G_kurt, G_iqr, B_mean, B_skew, B_cv, B_p25, B_iqr"
saltpepper15,original,10,hybrid,1.0,0.0,"R_p25, R_iqr, G_p25, G_p50, G_iqr, B_cv, B_p25, B_iqr, R_wst_std_0, G_wst_std_0"
saltpepper15,original,10,hybrid,0.983333,0.020412,"R_iqr, R_mad, B_mean, B_var, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_33, B_wst_mean_37"
saltpepper15,original,10,hybrid,1.0,0.0,"R_cv, R_p25, R_iqr, G_kurt, G_iqr, B_mean, B_skew, B_cv, B_p25, B_iqr"
saltpepper15,original,10,wst,0.905072,0.032761,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_34, B_wst_mean_40, B_wst_mean_69, B_wst_std_0"
saltpepper15,original,10,wst,0.983333,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_3, B_wst_mean_4, B_wst_mean_20, B_wst_mean_22, B_wst_mean_33, B_wst_mean_37, B_wst_mean_54"
saltpepper15,original,10,wst,0.975,0.020412,"R_wst_mean_0, R_wst_mean_5, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_46, B_wst_mean_60, B_wst_std_0"
saltpepper15,original,20,advanced_stats,1.0,0.0,"R_mean, R_skew, R_cv, R_p25, R_p50, R_p75, R_iqr, G_mean, G_skew, G_cv, G_p25, G_p50, G_iqr, B_mean, B_skew, B_kurt, B_cv, B_p25, B_p50, B_iqr"
saltpepper15,original,20,advanced_stats,0.983333,0.020412,"R_skew, R_kurt, R_iqr, R_mad, G_std, G_var, G_kurt, G_iqr, G_mad, B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p25, B_p50, B_p75, B_iqr, B_mad"
saltpepper15,original,20,advanced_stats,1.0,0.0,"R_mean, R_skew, R_kurt, R_cv, R_p25, R_p50, R_iqr, R_mad, G_skew, G_kurt, G_cv, G_p25, G_iqr, B_mean, B_skew, B_kurt, B_cv, B_p25, B_p50, B_iqr"
saltpepper15,original,20,hybrid,1.0,0.0,"R_skew, R_p25, R_p75, R_iqr, G_mean, G_skew, G_cv, G_p25, G_p50, G_iqr, B_mean, B_skew, B_kurt, B_cv, B_p25, B_iqr, R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0"
saltpepper15,original,20,hybrid,0.983333,0.020412,"R_kurt, R_iqr, R_mad, G_iqr, G_mad, B_mean, B_std, B_var, B_kurt, B_cv, B_p25, B_p50, B_iqr, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_3, B_wst_mean_4, B_wst_mean_33, B_wst_mean_37"
saltpepper15,original,20,hybrid,1.0,0.0,"R_mean, R_skew, R_cv, R_p25, R_p50, R_iqr, G_kurt, G_p25, G_iqr, B_mean, B_skew, B_cv, B_p25, B_p50, B_iqr, R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
saltpepper15,original,20,wst,0.905072,0.032761,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_31, B_wst_mean_34, B_wst_mean_35, B_wst_mean_40, B_wst_mean_52, B_wst_mean_54, B_wst_mean_63, B_wst_mean_69, B_wst_mean_73, B_wst_std_0, B_wst_std_1, B_wst_std_5, B_wst_std_28, B_wst_std_68"
saltpepper15,original,20,wst,0.975,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_3, B_wst_mean_4, B_wst_mean_18, B_wst_mean_20, B_wst_mean_22, B_wst_mean_25, B_wst_mean_29, B_wst_mean_33, B_wst_mean_34, B_wst_mean_37, B_wst_mean_46, B_wst_mean_54, B_wst_mean_56, B_wst_mean_61, B_wst_mean_67, B_wst_std_0, B_wst_std_6"
saltpepper15,original,20,wst,0.958333,0.026352,"R_wst_mean_0, R_wst_mean_1, R_wst_mean_2, R_wst_mean_3, R_wst_mean_5, R_wst_mean_61, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_10, B_wst_mean_45, B_wst_mean_46, B_wst_mean_50, B_wst_mean_54, B_wst_mean_60, B_wst_mean_69, B_wst_std_0, B_wst_std_5"
saltpepper15,small,2,advanced_stats,0.948148,0.068693,"R_iqr, G_iqr;R_iqr, G_iqr;R_iqr, R_mad"
saltpepper15,small,2,hybrid,0.962963,0.057378,"R_iqr, G_iqr;R_iqr, G_iqr;R_iqr, R_wst_std_0"
saltpepper15,small,2,wst,0.896296,0.096002,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0"
saltpepper15,small,5,advanced_stats,0.97037,0.036289,"R_iqr, G_cv, G_p25, G_iqr, B_p25;R_p25, R_iqr, G_iqr, B_p25, B_iqr;R_iqr, R_mad, G_std, G_iqr, B_iqr"
saltpepper15,small,5,hybrid,0.948148,0.069248,"R_iqr, G_p25, G_iqr, B_p25, R_wst_std_0;R_p25, R_iqr, G_iqr, B_p25, G_wst_std_0;R_iqr, R_mad, G_iqr, R_wst_std_0, G_wst_std_0"
saltpepper15,small,5,wst,0.874074,0.086528,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0;R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0;R_wst_std_0, G_wst_std_0, B_wst_mean_8, B_wst_mean_65, B_wst_std_0"
saltpepper15,small,10,advanced_stats,0.985185,0.018144,"R_mean, R_p25, R_p50, R_iqr, G_skew, G_cv, G_p25, G_iqr, B_cv, B_p25;R_skew, R_cv, R_p25, R_iqr, G_kurt, G_iqr, B_skew, B_cv, B_p25, B_iqr;R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_std, B_var, B_kurt, B_iqr"
saltpepper15,small,10,hybrid,0.97037,0.027716,"R_mean, R_p25, R_iqr, G_cv, G_p25, G_iqr, B_cv, B_p25, R_wst_std_0, G_wst_std_0;R_p25, R_iqr, G_iqr, B_skew, B_cv, B_p25, B_iqr, R_wst_std_0, G_wst_std_0, B_wst_mean_0;R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_kurt, B_iqr, R_wst_std_0, G_wst_std_0"
saltpepper15,small,10,wst,0.933333,0.062589,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_24, B_wst_mean_51, B_wst_mean_52, B_wst_mean_54, B_wst_mean_55;R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_mean_8, G_wst_std_0, B_wst_mean_0, B_wst_mean_33, B_wst_mean_64, B_wst_std_0, B_wst_std_2;R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_8, B_wst_mean_18, B_wst_mean_24, B_wst_mean_27, B_wst_mean_48, B_wst_mean_65, B_wst_std_0"
saltpepper15,small,20,advanced_stats,0.985185,0.02963,"R_mean, R_skew, R_cv, R_p25, R_p50, R_p75, R_iqr, G_mean, G_skew, G_kurt, G_cv, G_p25, G_p50, G_iqr, B_mean, B_skew, B_cv, B_p25, B_p50, B_iqr;R_mean, R_skew, R_kurt, R_cv, R_p25, R_p50, R_p75, R_iqr, G_skew, G_kurt, G_cv, G_p25, G_iqr, B_mean, B_skew, B_kurt, B_cv, B_p25, B_p50, B_iqr;R_std, R_var, R_kurt, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, G_grad_mean, B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p25, B_p50, B_p75, B_iqr"
saltpepper15,small,20,hybrid,0.97037,0.036289,"R_mean, R_skew, R_p25, R_p50, R_p75, R_iqr, G_mean, G_skew, G_cv, G_p25, G_p50, G_iqr, B_mean, B_cv, B_p25, B_p50, R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0;R_mean, R_skew, R_kurt, R_cv, R_p25, R_iqr, G_kurt, G_p25, G_iqr, B_mean, B_skew, B_cv, B_p25, B_p50, B_iqr, R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0;R_var, R_kurt, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_std, B_var, B_skew, B_kurt, B_p25, B_p75, B_iqr, R_wst_std_0, G_wst_std_0, B_wst_mean_8, B_wst_mean_65, B_wst_std_0"
saltpepper15,small,20,wst,0.903704,0.07549,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_21, B_wst_mean_24, B_wst_mean_51, B_wst_mean_52, B_wst_mean_53, B_wst_mean_54, B_wst_mean_55, B_wst_std_0, B_wst_std_17, B_wst_std_33, B_wst_std_38, B_wst_std_52, B_wst_std_53, B_wst_std_59;R_wst_mean_0, R_wst_mean_2, R_wst_std_0, R_wst_std_2, G_wst_mean_0, G_wst_mean_8, G_wst_std_0, G_wst_std_35, B_wst_mean_0, B_wst_mean_2, B_wst_mean_23, B_wst_mean_33, B_wst_mean_51, B_wst_mean_55, B_wst_mean_56, B_wst_mean_64, B_wst_std_0, B_wst_std_2, B_wst_std_16, B_wst_std_17;R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_8, B_wst_mean_17, B_wst_mean_18, B_wst_mean_24, B_wst_mean_27, B_wst_mean_37, B_wst_mean_45, B_wst_mean_48, B_wst_mean_49, B_wst_mean_52, B_wst_mean_65, B_wst_mean_68, B_wst_std_0, B_wst_std_2, B_wst_std_5, B_wst_std_35"
saltpepper25,mini,2,advanced_stats,0.844444,0.187766,"B_cv, B_p50;B_mean, B_p50;R_std, R_mad"
saltpepper25,mini,2,hybrid,0.8,0.192014,"B_skew, B_cv;R_skew, B_p50;R_mad, R_wst_std_0"
saltpepper25,mini,2,wst,0.8,0.22647,"B_wst_mean_78, B_wst_std_3;R_wst_mean_0, B_wst_mean_0;R_wst_std_0, B_wst_mean_42"
saltpepper25,mini,5,advanced_stats,0.866667,0.153311,"R_p50, B_mean, B_skew, B_cv, B_p50;R_grad_mean, B_mean, B_skew, B_cv, B_p50;R_std, R_var, R_mad, B_mean, B_kurt"
saltpepper25,mini,5,hybrid,0.8,0.192014,"B_mean, B_skew, B_cv, B_p50, B_wst_mean_0;R_skew, B_mean, B_skew, R_wst_mean_0, B_wst_mean_0;R_std, R_var, R_mad, R_wst_std_0, G_wst_std_0"
saltpepper25,mini,5,wst,0.8,0.22647,"R_wst_mean_0, B_wst_mean_0, B_wst_mean_70, B_wst_mean_78, B_wst_std_3;R_wst_mean_0, R_wst_mean_6, R_wst_mean_7, R_wst_std_0, B_wst_mean_0;R_wst_std_0, G_wst_std_0, B_wst_mean_42, B_wst_mean_47, B_wst_std_5"
saltpepper25,mini,10,advanced_stats,0.866667,0.163299,"R_skew, R_cv, R_p50, G_skew, G_p50, B_mean, B_skew, B_kurt, B_cv, B_p50;R_mean, R_skew, R_cv, R_p50, R_grad_mean, B_mean, B_skew, B_cv, B_p50, B_grad_mean;R_std, R_var, R_mad, G_std, G_var, B_skew, B_kurt, B_p50, B_p75, B_iqr"
saltpepper25,mini,10,hybrid,0.777778,0.182025,"R_p50, G_skew, G_p50, B_mean, B_skew, B_cv, B_p50, B_wst_mean_0, B_wst_mean_78, B_wst_std_3;R_mean, R_skew, R_cv, R_grad_mean, B_mean, B_skew, B_cv, B_p50, R_wst_mean_0, B_wst_mean_0;R_std, R_var, R_mad, B_skew, B_kurt, R_wst_std_0, G_wst_std_0, B_wst_mean_42, B_wst_std_4, B_wst_std_5"
saltpepper25,mini,10,wst,0.711111,0.280878,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_mean_7, B_wst_mean_0, B_wst_mean_40, B_wst_mean_60, B_wst_mean_70, B_wst_mean_78, B_wst_std_3;R_wst_mean_0, R_wst_mean_6, R_wst_mean_7, R_wst_mean_9, R_wst_mean_10, R_wst_std_0, B_wst_mean_0, B_wst_mean_53, B_wst_std_0, B_wst_std_49;R_wst_std_0, G_wst_std_0, B_wst_mean_5, B_wst_mean_42, B_wst_mean_43, B_wst_mean_47, B_wst_mean_50, B_wst_mean_53, B_wst_std_4, B_wst_std_5"
saltpepper25,mini,20,advanced_stats,0.755556,0.143322,"R_mean, R_skew, R_kurt, R_cv, R_p50, R_p75, R_iqr, R_grad_mean, R_edge_density, G_mean, G_skew, G_kurt, G_cv, G_p50, G_grad_mean, B_mean, B_skew, B_kurt, B_cv, B_p50;R_mean, R_std, R_var, R_skew, R_cv, R_p50, R_mad, R_grad_mean, G_cv, G_p75, G_iqr, B_mean, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad, B_grad_mean;R_std, R_var, R_p25, R_mad, R_grad_mean, G_std, G_var, G_mad, G_grad_mean, B_mean, B_std, B_var, B_min, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad"
saltpepper25,mini,20,hybrid,0.866667,0.153311,"R_mean, R_skew, R_cv, R_p50, R_iqr, G_mean, G_skew, G_p50, B_mean, B_skew, B_kurt, B_cv, B_p50, R_wst_mean_0, G_wst_mean_7, B_wst_mean_0, B_wst_mean_40, B_wst_mean_70, B_wst_mean_78, B_wst_std_3;R_mean, R_skew, R_cv, R_p50, R_grad_mean, B_mean, B_skew, B_cv, B_p50, B_mad, B_grad_mean, R_wst_mean_0, R_wst_mean_6, R_wst_mean_7, R_wst_mean_9, R_wst_mean_10, R_wst_std_0, B_wst_mean_0, B_wst_mean_53, B_wst_std_49;R_std, R_var, R_mad, G_std, G_var, B_kurt, B_cv, B_iqr, R_wst_mean_1, R_wst_mean_5, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_42, B_wst_mean_47, B_wst_mean_50, B_wst_mean_53, B_wst_std_3, B_wst_std_4, B_wst_std_5"
saltpepper25,mini,20,wst,0.666667,0.238017,"R_wst_mean_0, R_wst_std_0, R_wst_std_24, G_wst_mean_0, G_wst_mean_3, G_wst_mean_7, G_wst_mean_32, G_wst_std_0, G_wst_std_15, G_wst_std_49, B_wst_mean_0, B_wst_mean_40, B_wst_mean_52, B_wst_mean_53, B_wst_mean_59, B_wst_mean_60, B_wst_mean_70, B_wst_mean_78, B_wst_std_3, B_wst_std_76;R_wst_mean_0, R_wst_mean_2, R_wst_mean_3, R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_7, R_wst_mean_9, R_wst_mean_10, R_wst_mean_16, R_wst_std_0, R_wst_std_45, G_wst_std_0, G_wst_std_45, B_wst_mean_0, B_wst_mean_5, B_wst_mean_6, B_wst_mean_53, B_wst_std_0, B_wst_std_49;R_wst_mean_1, R_wst_mean_5, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_3, B_wst_mean_5, B_wst_mean_17, B_wst_mean_34, B_wst_mean_36, B_wst_mean_42, B_wst_mean_43, B_wst_mean_47, B_wst_mean_50, B_wst_mean_51, B_wst_mean_53, B_wst_std_3, B_wst_std_4, B_wst_std_5, B_wst_std_53"
saltpepper25,original,2,advanced_stats,0.802174,0.083745,"B_cv, B_p50"
saltpepper25,original,2,advanced_stats,0.716667,0.080795,"B_mean, B_cv"
saltpepper25,original,2,advanced_stats,0.933333,0.056519,"R_cv, B_p50"
saltpepper25,original,2,hybrid,0.870652,0.055039,"B_cv, R_wst_std_0"
saltpepper25,original,2,hybrid,0.983333,0.020412,"B_mean, R_wst_std_0"
saltpepper25,original,2,hybrid,0.933333,0.056519,"R_cv, B_p50"
saltpepper25,original,2,wst,0.836232,0.063768,"R_wst_std_0, B_wst_mean_0"
saltpepper25,original,2,wst,0.975,0.033333,"R_wst_std_0, B_wst_mean_0"
saltpepper25,original,2,wst,0.883667,0.041438,"R_wst_mean_0, B_wst_mean_0"
saltpepper25,original,5,advanced_stats,0.982609,0.034783,"R_skew, R_cv, R_iqr, B_cv, B_p50"
saltpepper25,original,5,advanced_stats,0.833333,0.037268,"B_mean, B_skew, B_kurt, B_cv, B_p50"
saltpepper25,original,5,advanced_stats,0.941667,0.042492,"R_cv, B_mean, B_skew, B_cv, B_p50"
saltpepper25,original,5,hybrid,0.973913,0.052174,"R_skew, R_p75, B_cv, B_p50, R_wst_std_0"
saltpepper25,original,5,hybrid,0.983333,0.020412,"B_mean, B_cv, R_wst_std_0, G_wst_std_0, B_wst_mean_0"
saltpepper25,original,5,hybrid,0.941667,0.042492,"R_cv, B_mean, B_skew, B_cv, B_p50"
saltpepper25,original,5,wst,0.870652,0.055039,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0"
saltpepper25,original,5,wst,0.991667,0.016667,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_8, B_wst_std_0"
saltpepper25,original,5,wst,0.941667,0.033333,"R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
saltpepper25,original,10,advanced_stats,0.973913,0.052174,"R_skew, R_cv, R_p50, R_p75, R_iqr, G_mean, G_p50, B_skew, B_cv, B_p50"
saltpepper25,original,10,advanced_stats,0.891667,0.05,"B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad"
saltpepper25,original,10,advanced_stats,0.925,0.066667,"R_mean, R_skew, R_cv, R_p50, G_cv, G_p50, B_mean, B_skew, B_cv, B_p50"
saltpepper25,original,10,hybrid,0.973913,0.052174,"R_skew, R_cv, R_p75, R_iqr, B_cv, B_p50, R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0"
saltpepper25,original,10,hybrid,0.991667,0.016667,"B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p50, R_wst_std_0, G_wst_std_0, B_wst_mean_0"
saltpepper25,original,10,hybrid,0.925,0.066667,"R_mean, R_skew, R_cv, R_p50, B_mean, B_skew, B_cv, B_p50, R_wst_mean_0, B_wst_mean_0"
saltpepper25,original,10,wst,0.870652,0.047678,"R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_mean_1, G_wst_mean_2, G_wst_mean_3, G_wst_std_0, B_wst_mean_0, B_wst_std_0, B_wst_std_6"
saltpepper25,original,10,wst,0.991667,0.016667,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_5, B_wst_mean_6, B_wst_mean_8, B_wst_mean_19, B_wst_mean_33, B_wst_mean_62, B_wst_std_0"
saltpepper25,original,10,wst,0.925,0.040825,"R_wst_mean_0, R_wst_mean_2, R_wst_mean_5, R_wst_mean_7, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_6, B_wst_std_0"
saltpepper25,original,20,advanced_stats,0.973913,0.052174,"R_mean, R_skew, R_kurt, R_cv, R_p50, R_p75, R_iqr, G_mean, G_skew, G_kurt, G_cv, G_p50, G_p75, G_iqr, G_grad_mean, B_mean, B_skew, B_kurt, B_cv, B_p50"
saltpepper25,original,20,advanced_stats,0.966667,0.048591,"R_kurt, R_cv, R_p75, R_iqr, R_mad, G_std, G_var, G_p75, G_iqr, G_mad, B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad"
saltpepper25,original,20,advanced_stats,0.917,0.059165,"R_mean, R_skew, R_cv, R_p50, R_iqr, R_grad_mean, G_mean, G_skew, G_kurt, G_cv, G_p50, B_mean, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad, B_grad_mean"
saltpepper25,original,20,hybrid,0.982609,0.034783,"R_mean, R_skew, R_kurt, R_cv, R_p50, R_p75, R_iqr, G_mean, G_skew, G_cv, G_p50, B_mean, B_skew, B_cv, B_p50, R_wst_mean_0, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0"
saltpepper25,original,20,hybrid,0.983333,0.020412,"R_mad, G_mad, B_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_mad, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_5, B_wst_mean_6, B_wst_mean_8, B_wst_mean_62, B_wst_std_0"
saltpepper25,original,20,hybrid,0.933333,0.056519,"R_mean, R_skew, R_cv, R_p50, G_skew, G_kurt, G_cv, G_p50, B_mean, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
saltpepper25,original,20,wst,0.888043,0.034304,"R_wst_mean_0, R_wst_mean_1, R_wst_std_0, G_wst_mean_0, G_wst_mean_1, G_wst_mean_2, G_wst_mean_3, G_wst_mean_4, G_wst_mean_5, G_wst_mean_6, G_wst_mean_7, G_wst_mean_8, G_wst_std_0, B_wst_mean_0, B_wst_mean_69, B_wst_mean_70, B_wst_std_0, B_wst_std_6, B_wst_std_7, B_wst_std_53"
